#Date: 2024-12-02 13:31:58
#Total scanning time: 265.44600653648376
#Scan direction: X
#X range: 10.249669999999998 - 19.749670000000002 um
#Y range: 10.25001 - 19.750010000000007 um
#X pixels: 20, pixelsize: 5e-07 um
#Y pixels: 20, pixelsize: 5e-07 um
#Integration time per pixel: 50.0 ms
#Columns: X [um], Y [um], counts, freq_center, fwhm, contrast, sensitivity
1.024966999999999828e+01	1.025000999999999962e+01	7.480000000000000426e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.074967000000000006e+01	1.025000999999999962e+01	7.179999999999999716e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.124967000000000006e+01	1.025000999999999962e+01	7.900000000000000355e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.174967000000000006e+01	1.025000999999999962e+01	7.519999999999999574e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.224967000000000006e+01	1.025000999999999962e+01	8.259999999999999787e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.274967000000000006e+01	1.025000999999999962e+01	7.700000000000000178e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.324967000000000006e+01	1.025000999999999962e+01	7.019999999999999574e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.374967000000000183e+01	1.025000999999999962e+01	7.160000000000000142e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.424967000000000183e+01	1.025000999999999962e+01	7.139999999999999680e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.474967000000000183e+01	1.025000999999999962e+01	7.839999999999999858e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.524967000000000183e+01	1.025000999999999962e+01	6.919999999999999929e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.574967000000000006e+01	1.025000999999999962e+01	7.299999999999999822e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.624967000000000183e+01	1.025000999999999962e+01	6.679999999999999716e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
