#Date: 2024-12-02 11:26:42
#Total scanning time: 299.8916895389557
#Scan direction: X
#X range: 10.49967 - 19.499670000000005 um
#Y range: 10.50001 - 19.500010000000007 um
#X pixels: 10, pixelsize: 1e-06 um
#Y pixels: 10, pixelsize: 1e-06 um
#Integration time per pixel: 0.01 ms
#Columns: X [um], Y [um], counts
1.049967000000000006e+01	1.050000999999999962e+01	0.000000000000000000e+00
1.149967000000000006e+01	1.050000999999999962e+01	0.000000000000000000e+00
1.249967000000000183e+01	1.050000999999999962e+01	0.000000000000000000e+00
1.349967000000000183e+01	1.050000999999999962e+01	0.000000000000000000e+00
1.449967000000000183e+01	1.050000999999999962e+01	0.000000000000000000e+00
1.549967000000000183e+01	1.050000999999999962e+01	0.000000000000000000e+00
1.649967000000000539e+01	1.050000999999999962e+01	0.000000000000000000e+00
1.749967000000000183e+01	1.050000999999999962e+01	0.000000000000000000e+00
1.849967000000000539e+01	1.050000999999999962e+01	0.000000000000000000e+00
1.949967000000000539e+01	1.050000999999999962e+01	0.000000000000000000e+00
1.049967000000000006e+01	1.150001000000000140e+01	0.000000000000000000e+00
1.149967000000000006e+01	1.150001000000000140e+01	0.000000000000000000e+00
1.249967000000000183e+01	1.150001000000000140e+01	0.000000000000000000e+00
1.349967000000000183e+01	1.150001000000000140e+01	0.000000000000000000e+00
1.449967000000000183e+01	1.150001000000000140e+01	0.000000000000000000e+00
1.549967000000000183e+01	1.150001000000000140e+01	0.000000000000000000e+00
1.649967000000000539e+01	1.150001000000000140e+01	0.000000000000000000e+00
1.749967000000000183e+01	1.150001000000000140e+01	0.000000000000000000e+00
1.849967000000000539e+01	1.150001000000000140e+01	0.000000000000000000e+00
1.949967000000000539e+01	1.150001000000000140e+01	0.000000000000000000e+00
1.049967000000000006e+01	1.250001000000000140e+01	0.000000000000000000e+00
1.149967000000000006e+01	1.250001000000000140e+01	0.000000000000000000e+00
1.249967000000000183e+01	1.250001000000000140e+01	0.000000000000000000e+00
1.349967000000000183e+01	1.250001000000000140e+01	0.000000000000000000e+00
1.449967000000000183e+01	1.250001000000000140e+01	0.000000000000000000e+00
1.549967000000000183e+01	1.250001000000000140e+01	0.000000000000000000e+00
1.649967000000000539e+01	1.250001000000000140e+01	0.000000000000000000e+00
1.749967000000000183e+01	1.250001000000000140e+01	0.000000000000000000e+00
1.849967000000000539e+01	1.250001000000000140e+01	0.000000000000000000e+00
1.949967000000000539e+01	1.250001000000000140e+01	0.000000000000000000e+00
1.049967000000000006e+01	1.350001000000000140e+01	0.000000000000000000e+00
1.149967000000000006e+01	1.350001000000000140e+01	0.000000000000000000e+00
1.249967000000000183e+01	1.350001000000000140e+01	0.000000000000000000e+00
1.349967000000000183e+01	1.350001000000000140e+01	0.000000000000000000e+00
1.449967000000000183e+01	1.350001000000000140e+01	0.000000000000000000e+00
1.549967000000000183e+01	1.350001000000000140e+01	0.000000000000000000e+00
1.649967000000000539e+01	1.350001000000000140e+01	0.000000000000000000e+00
1.749967000000000183e+01	1.350001000000000140e+01	0.000000000000000000e+00
1.849967000000000539e+01	1.350001000000000140e+01	0.000000000000000000e+00
1.949967000000000539e+01	1.350001000000000140e+01	0.000000000000000000e+00
1.049967000000000006e+01	1.450001000000000317e+01	0.000000000000000000e+00
1.149967000000000006e+01	1.450001000000000317e+01	0.000000000000000000e+00
1.249967000000000183e+01	1.450001000000000317e+01	0.000000000000000000e+00
1.349967000000000183e+01	1.450001000000000317e+01	0.000000000000000000e+00
1.449967000000000183e+01	1.450001000000000317e+01	0.000000000000000000e+00
1.549967000000000183e+01	1.450001000000000317e+01	0.000000000000000000e+00
1.649967000000000539e+01	1.450001000000000317e+01	0.000000000000000000e+00
1.749967000000000183e+01	1.450001000000000317e+01	0.000000000000000000e+00
1.849967000000000539e+01	1.450001000000000317e+01	0.000000000000000000e+00
1.949967000000000539e+01	1.450001000000000317e+01	0.000000000000000000e+00
1.049967000000000006e+01	1.550001000000000495e+01	0.000000000000000000e+00
1.149967000000000006e+01	1.550001000000000495e+01	0.000000000000000000e+00
1.249967000000000183e+01	1.550001000000000495e+01	0.000000000000000000e+00
1.349967000000000183e+01	1.550001000000000495e+01	0.000000000000000000e+00
1.449967000000000183e+01	1.550001000000000495e+01	0.000000000000000000e+00
1.549967000000000183e+01	1.550001000000000495e+01	0.000000000000000000e+00
1.649967000000000539e+01	1.550001000000000495e+01	0.000000000000000000e+00
1.749967000000000183e+01	1.550001000000000495e+01	0.000000000000000000e+00
1.849967000000000539e+01	1.550001000000000495e+01	0.000000000000000000e+00
1.949967000000000539e+01	1.550001000000000495e+01	0.000000000000000000e+00
1.049967000000000006e+01	1.650001000000000317e+01	0.000000000000000000e+00
1.149967000000000006e+01	1.650001000000000317e+01	0.000000000000000000e+00
1.249967000000000183e+01	1.650001000000000317e+01	0.000000000000000000e+00
1.349967000000000183e+01	1.650001000000000317e+01	0.000000000000000000e+00
1.449967000000000183e+01	1.650001000000000317e+01	0.000000000000000000e+00
1.549967000000000183e+01	1.650001000000000317e+01	0.000000000000000000e+00
1.649967000000000539e+01	1.650001000000000317e+01	0.000000000000000000e+00
1.749967000000000183e+01	1.650001000000000317e+01	0.000000000000000000e+00
1.849967000000000539e+01	1.650001000000000317e+01	0.000000000000000000e+00
1.949967000000000539e+01	1.650001000000000317e+01	0.000000000000000000e+00
1.049967000000000006e+01	1.750001000000000673e+01	0.000000000000000000e+00
1.149967000000000006e+01	1.750001000000000673e+01	0.000000000000000000e+00
1.249967000000000183e+01	1.750001000000000673e+01	0.000000000000000000e+00
1.349967000000000183e+01	1.750001000000000673e+01	0.000000000000000000e+00
1.449967000000000183e+01	1.750001000000000673e+01	0.000000000000000000e+00
1.549967000000000183e+01	1.750001000000000673e+01	0.000000000000000000e+00
1.649967000000000539e+01	1.750001000000000673e+01	0.000000000000000000e+00
1.749967000000000183e+01	1.750001000000000673e+01	0.000000000000000000e+00
1.849967000000000539e+01	1.750001000000000673e+01	0.000000000000000000e+00
1.949967000000000539e+01	1.750001000000000673e+01	0.000000000000000000e+00
1.049967000000000006e+01	1.850001000000000317e+01	0.000000000000000000e+00
1.149967000000000006e+01	1.850001000000000317e+01	0.000000000000000000e+00
1.249967000000000183e+01	1.850001000000000317e+01	0.000000000000000000e+00
