#Scantype: Linescan 
#Date: 2025-01-13 11:53:00
#Total scanning time: 69.18206334114075
#Scan direction: X
#X range: 7.30988 - 11.229880000000005 um
#Y range: 3.7399899999999997 - 7.659990000000004 um
#X pixels: 50, pixelsize: 8e-08 um
#Y pixels: 50, pixelsize: 8e-08 um
#Integration time per pixel: 0.1 ms
#Columns:, x [um], y [um], AFM height [um], counts [kc/s]
7.309879999999999711e+00	3.739989999999999704e+00	1.400150000000000006e+00	0.000000000000000000e+00
7.389879999999999782e+00	3.739989999999999704e+00	1.399397000000000002e+00	0.000000000000000000e+00
7.469879999999999853e+00	3.739989999999999704e+00	1.399397000000000002e+00	0.000000000000000000e+00
7.549879999999999924e+00	3.739989999999999704e+00	1.399774000000000074e+00	0.000000000000000000e+00
7.629879999999999995e+00	3.739989999999999704e+00	1.399397000000000002e+00	0.000000000000000000e+00
7.709880000000000955e+00	3.739989999999999704e+00	1.399397000000000002e+00	0.000000000000000000e+00
7.789880000000000138e+00	3.739989999999999704e+00	1.399397000000000002e+00	0.000000000000000000e+00
7.869879999999999320e+00	3.739989999999999704e+00	1.399397000000000002e+00	0.000000000000000000e+00
7.949880000000000280e+00	3.739989999999999704e+00	1.400150000000000006e+00	0.000000000000000000e+00
8.029880000000000351e+00	3.739989999999999704e+00	1.399774000000000074e+00	0.000000000000000000e+00
8.109880000000000422e+00	3.739989999999999704e+00	1.400526000000000160e+00	0.000000000000000000e+00
8.189879999999998716e+00	3.739989999999999704e+00	1.399021000000000070e+00	0.000000000000000000e+00
8.269880000000000564e+00	3.739989999999999704e+00	1.397891999999999912e+00	0.000000000000000000e+00
8.349880000000000635e+00	3.739989999999999704e+00	1.395632999999999901e+00	0.000000000000000000e+00
8.429880000000000706e+00	3.739989999999999704e+00	1.389988000000000001e+00	0.000000000000000000e+00
8.509880000000000777e+00	3.739989999999999704e+00	1.380201999999999929e+00	0.000000000000000000e+00
8.589880000000000848e+00	3.739989999999999704e+00	1.377566999999999986e+00	0.000000000000000000e+00
8.669880000000000919e+00	3.739989999999999704e+00	1.380954000000000015e+00	0.000000000000000000e+00
8.749880000000000990e+00	3.739989999999999704e+00	1.379448999999999925e+00	0.000000000000000000e+00
8.829880000000001061e+00	3.739989999999999704e+00	1.377942999999999918e+00	0.000000000000000000e+00
8.909880000000001132e+00	3.739989999999999704e+00	1.383588999999999958e+00	0.000000000000000000e+00
8.989880000000002980e+00	3.739989999999999704e+00	1.386600000000000055e+00	0.000000000000000000e+00
9.069880000000001274e+00	3.739989999999999704e+00	1.392622000000000027e+00	0.000000000000000000e+00
9.149880000000001345e+00	3.739989999999999704e+00	1.392999000000000098e+00	0.000000000000000000e+00
9.229880000000001417e+00	3.739989999999999704e+00	1.393375000000000030e+00	0.000000000000000000e+00
9.309880000000003264e+00	3.739989999999999704e+00	1.396385999999999905e+00	0.000000000000000000e+00
9.389880000000001559e+00	3.739989999999999704e+00	1.398268000000000066e+00	0.000000000000000000e+00
9.469880000000001630e+00	3.739989999999999704e+00	1.399774000000000074e+00	0.000000000000000000e+00
9.549880000000001701e+00	3.739989999999999704e+00	1.400150000000000006e+00	0.000000000000000000e+00
9.629880000000003548e+00	3.739989999999999704e+00	1.400150000000000006e+00	0.000000000000000000e+00
9.709880000000001843e+00	3.739989999999999704e+00	1.402407999999999877e+00	0.000000000000000000e+00
9.789880000000001914e+00	3.739989999999999704e+00	1.403160999999999881e+00	0.000000000000000000e+00
9.869880000000001985e+00	3.739989999999999704e+00	1.405418999999999974e+00	0.000000000000000000e+00
9.949880000000003832e+00	3.739989999999999704e+00	1.408053999999999917e+00	0.000000000000000000e+00
1.002988000000000213e+01	3.739989999999999704e+00	1.409936000000000078e+00	0.000000000000000000e+00
1.010988000000000220e+01	3.739989999999999704e+00	1.409559999999999924e+00	0.000000000000000000e+00
1.018988000000000227e+01	3.739989999999999704e+00	1.410689000000000082e+00	0.000000000000000000e+00
1.026988000000000412e+01	3.739989999999999704e+00	1.409182999999999852e+00	0.000000000000000000e+00
1.034988000000000241e+01	3.739989999999999704e+00	1.407300999999999913e+00	0.000000000000000000e+00
1.042988000000000248e+01	3.739989999999999704e+00	1.405796000000000046e+00	0.000000000000000000e+00
1.050988000000000255e+01	3.739989999999999704e+00	1.405043000000000042e+00	0.000000000000000000e+00
1.058988000000000440e+01	3.739989999999999704e+00	1.403913999999999884e+00	0.000000000000000000e+00
1.066988000000000270e+01	3.739989999999999704e+00	1.402407999999999877e+00	0.000000000000000000e+00
1.074988000000000277e+01	3.739989999999999704e+00	1.396385999999999905e+00	0.000000000000000000e+00
1.082988000000000284e+01	3.739989999999999704e+00	1.396762999999999977e+00	0.000000000000000000e+00
1.090988000000000469e+01	3.739989999999999704e+00	1.395632999999999901e+00	0.000000000000000000e+00
1.098988000000000298e+01	3.739989999999999704e+00	1.398644999999999916e+00	0.000000000000000000e+00
1.106988000000000305e+01	3.739989999999999704e+00	1.401656000000000013e+00	0.000000000000000000e+00
1.114988000000000312e+01	3.739989999999999704e+00	1.406548999999999827e+00	0.000000000000000000e+00
1.122988000000000497e+01	3.739989999999999704e+00	1.409559999999999924e+00	0.000000000000000000e+00
7.309879999999999711e+00	3.819989999999999775e+00	1.399397000000000002e+00	nan
7.389879999999999782e+00	3.819989999999999775e+00	1.399397000000000002e+00	nan
7.469879999999999853e+00	3.819989999999999775e+00	1.400150000000000006e+00	nan
7.549879999999999924e+00	3.819989999999999775e+00	1.399774000000000074e+00	nan
7.629879999999999995e+00	3.819989999999999775e+00	1.399774000000000074e+00	nan
7.709880000000000955e+00	3.819989999999999775e+00	1.399397000000000002e+00	nan
7.789880000000000138e+00	3.819989999999999775e+00	1.400902999999999787e+00	nan
7.869879999999999320e+00	3.819989999999999775e+00	1.400150000000000006e+00	nan
7.949880000000000280e+00	3.819989999999999775e+00	1.400526000000000160e+00	nan
8.029880000000000351e+00	3.819989999999999775e+00	1.401278999999999941e+00	nan
8.109880000000000422e+00	3.819989999999999775e+00	1.400902999999999787e+00	nan
8.189879999999998716e+00	3.819989999999999775e+00	1.401278999999999941e+00	nan
8.269880000000000564e+00	3.819989999999999775e+00	1.402407999999999877e+00	nan
8.349880000000000635e+00	3.819989999999999775e+00	1.402031999999999945e+00	nan
8.429880000000000706e+00	3.819989999999999775e+00	1.403160999999999881e+00	nan
8.509880000000000777e+00	3.819989999999999775e+00	1.402031999999999945e+00	nan
8.589880000000000848e+00	3.819989999999999775e+00	1.401656000000000013e+00	nan
8.669880000000000919e+00	3.819989999999999775e+00	1.400526000000000160e+00	nan
8.749880000000000990e+00	3.819989999999999775e+00	1.400150000000000006e+00	nan
8.829880000000001061e+00	3.819989999999999775e+00	1.397891999999999912e+00	nan
8.909880000000001132e+00	3.819989999999999775e+00	1.400526000000000160e+00	nan
8.989880000000002980e+00	3.819989999999999775e+00	1.402031999999999945e+00	nan
9.069880000000001274e+00	3.819989999999999775e+00	1.402031999999999945e+00	nan
9.149880000000001345e+00	3.819989999999999775e+00	1.402407999999999877e+00	nan
9.229880000000001417e+00	3.819989999999999775e+00	1.403160999999999881e+00	nan
9.309880000000003264e+00	3.819989999999999775e+00	1.403913999999999884e+00	nan
9.389880000000001559e+00	3.819989999999999775e+00	1.403537999999999952e+00	nan
9.469880000000001630e+00	3.819989999999999775e+00	1.403913999999999884e+00	nan
9.549880000000001701e+00	3.819989999999999775e+00	1.403913999999999884e+00	nan
9.629880000000003548e+00	3.819989999999999775e+00	1.405796000000000046e+00	nan
9.709880000000001843e+00	3.819989999999999775e+00	1.406171999999999978e+00	nan
9.789880000000001914e+00	3.819989999999999775e+00	1.406924999999999981e+00	nan
9.869880000000001985e+00	3.819989999999999775e+00	1.408806999999999920e+00	nan
9.949880000000003832e+00	3.819989999999999775e+00	1.411065000000000014e+00	nan
1.002988000000000213e+01	3.819989999999999775e+00	1.411065000000000014e+00	nan
1.010988000000000220e+01	3.819989999999999775e+00	1.410689000000000082e+00	nan
1.018988000000000227e+01	3.819989999999999775e+00	1.409936000000000078e+00	nan
1.026988000000000412e+01	3.819989999999999775e+00	1.406924999999999981e+00	nan
1.034988000000000241e+01	3.819989999999999775e+00	1.407300999999999913e+00	nan
1.042988000000000248e+01	3.819989999999999775e+00	1.406548999999999827e+00	nan
1.050988000000000255e+01	3.819989999999999775e+00	1.405796000000000046e+00	nan
1.058988000000000440e+01	3.819989999999999775e+00	1.403537999999999952e+00	nan
1.066988000000000270e+01	3.819989999999999775e+00	1.403537999999999952e+00	nan
1.074988000000000277e+01	3.819989999999999775e+00	1.398644999999999916e+00	nan
1.082988000000000284e+01	3.819989999999999775e+00	1.392999000000000098e+00	nan
1.090988000000000469e+01	3.819989999999999775e+00	1.395256999999999969e+00	nan
1.098988000000000298e+01	3.819989999999999775e+00	1.396762999999999977e+00	nan
1.106988000000000305e+01	3.819989999999999775e+00	1.405796000000000046e+00	nan
1.114988000000000312e+01	3.819989999999999775e+00	1.409559999999999924e+00	nan
1.122988000000000497e+01	3.819989999999999775e+00	1.409182999999999852e+00	nan
