#AFM data 
#Columns: x[um], y [um], Z output [um]
3.739849999999999675e+00	7.344069999999999432e+00	7.293999999999999373e-01
7.394139999999999269e+00	3.739849999999999675e+00	3.739850000000000119e-01
3.739849999999999675e+00	7.544130000000000003e+00	7.494060000000000166e-01
7.594199999999998951e+00	3.739849999999999675e+00	3.739850000000000119e-01
3.739849999999999675e+00	7.694109999999998450e+00	7.644039999999999724e-01
7.744180000000000064e+00	3.739849999999999675e+00	3.739850000000000119e-01
3.739849999999999675e+00	7.844100000000000072e+00	7.794029999999999569e-01
7.944020000000000081e+00	3.739849999999999675e+00	3.739850000000000119e-01
3.739849999999999675e+00	8.044159999999999755e+00	7.994089999999999252e-01
8.094009999999999039e+00	3.739849999999999675e+00	3.739850000000000119e-01
3.739849999999999675e+00	8.193929999999999936e+00	8.144080000000000208e-01
8.294069999999997833e+00	3.739849999999999675e+00	3.739850000000000119e-01
3.739849999999999675e+00	8.393979999999999109e+00	8.344139999999999890e-01
8.444049999999998946e+00	3.739849999999999675e+00	3.739850000000000119e-01
3.739849999999999675e+00	8.544190000000000396e+00	8.494119999999999449e-01
8.594039999999997903e+00	3.739849999999999675e+00	3.739850000000000119e-01
3.739849999999999675e+00	8.744030000000000413e+00	8.694179999999999131e-01
8.794100000000000250e+00	3.739849999999999675e+00	3.739850000000000119e-01
3.739849999999999675e+00	8.894019999999999371e+00	8.843950000000000422e-01
8.944089999999999208e+00	3.739849999999999675e+00	3.739850000000000119e-01
3.739849999999999675e+00	9.044009999999998328e+00	8.993939999999999158e-01
9.144149999999999778e+00	3.739849999999999675e+00	3.739850000000000119e-01
3.739849999999999675e+00	9.244059999999999278e+00	9.193989999999999663e-01
9.294139999999998736e+00	3.739849999999999675e+00	3.739850000000000119e-01
3.739849999999999675e+00	9.394049999999998235e+00	9.343979999999999508e-01
9.494189999999999685e+00	3.739849999999999675e+00	3.739850000000000119e-01
3.739849999999999675e+00	9.594109999999998806e+00	9.544040000000000301e-01
9.644180000000000419e+00	3.739849999999999675e+00	3.739850000000000119e-01
3.739849999999999675e+00	9.744099999999999540e+00	9.694030000000000147e-01
9.794169999999999376e+00	3.739849999999999675e+00	3.739850000000000119e-01
3.739849999999999675e+00	9.944160000000000110e+00	9.894090000000000940e-01
9.994009999999999394e+00	3.739849999999999675e+00	3.739850000000000119e-01
3.739849999999999675e+00	1.009414999999999907e+01	1.004408000000000190e+00
1.014398999999999873e+01	3.739849999999999675e+00	3.739850000000000119e-01
3.739849999999999675e+00	1.024413000000000018e+01	1.019405999999999812e+00
1.034404999999999930e+01	3.739849999999999675e+00	3.739850000000000119e-01
3.739849999999999675e+00	1.044419000000000075e+01	1.039412000000000003e+00
1.049404000000000003e+01	3.739849999999999675e+00	3.739850000000000119e-01
3.739849999999999675e+00	1.059417999999999971e+01	1.054410999999999987e+00
1.069410000000000061e+01	3.739849999999999675e+00	3.739850000000000119e-01
3.739849999999999675e+00	1.079401999999999973e+01	1.074416999999999955e+00
1.084408999999999956e+01	3.739849999999999675e+00	3.739850000000000119e-01
3.739849999999999675e+00	1.094399999999999906e+01	1.089415999999999940e+00
1.099407000000000068e+01	3.739849999999999675e+00	3.739850000000000119e-01
3.739849999999999675e+00	1.114405999999999963e+01	1.109398999999999802e+00
1.119412999999999947e+01	3.739849999999999675e+00	3.739850000000000119e-01
3.739849999999999675e+00	1.126956999999999987e+01	1.124419999999999975e+00
