# Scantype: Linescan
# Date: 2025-01-30 11:14:40
# Fast axis: X
# X range: -5000.0 - 5000.0 nm
# Y range: -5000.0 - 5000.0 nm
# Step size: (500, 500) nm
# Slow steps: 5
# Columns: X Position (nm), Y Position (nm), Z Position (nm), Movement Type
996038.311	937878.428	0.0	 Line. 0
996030.043	937951.540	0.0	 Line. 0
995924.260	937498.601	0.0	 Line. 0
995612.207	937250.450	0.0	 Line. 0
995392.725	936161.385	0.0	 Line. 0
994974.530	934889.577	0.0	 Line. 0
994744.732	933919.892	0.0	 Line. 0
994651.870	932573.353	0.0	 Line. 0
994706.372	932255.594	0.0	 Line. 0
994296.608	932140.806	0.0	 Line. 0
994343.321	932193.560	0.0	 Line. 0
993992.986	932113.739	0.0	 Line. 0
994084.606	932230.969	0.0	 Line. 0
994238.224	932406.959	0.0	 Line. 0
993070.297	932254.977	0.0	 Line. 0
992995.206	932120.833	0.0	 Line. 0
991816.141	931639.988	0.0	 Line. 0
991914.974	932158.251	0.0	 Line. 0
991253.135	932097.991	0.0	 Line. 0
990709.296	931882.142	0.0	 Line. 0
990676.737	931910.562	0.0	 Line. 0
990681.621	931936.053	0.0	 Line. 0
990601.654	931909.843	0.0	 Line. 0
990494.192	931901.608	0.0	 Line. 0
990564.837	932057.772	0.0	 Line 0
991240.094	932237.900	0.0	 Line 0
991366.989	931882.707	0.0	 Line 0
991516.032	931805.020	0.0	 Line 0
991807.967	932034.963	0.0	 Line 0
992079.877	931601.988	0.0	 Line 0
992064.472	931896.339	0.0	 Line 0
992712.636	932102.609	0.0	 Line 0
992737.356	931972.493	0.0	 Line 0
992849.933	932012.686	0.0	 Line 0
992873.427	931963.942	0.0	 Line 0
992929.497	931868.930	0.0	 Line 0
992901.822	931835.668	0.0	 Line 0
993009.678	931800.976	0.0	 Line 0
993125.416	931810.349	0.0	 Line 0
993549.515	932104.203	0.0	 Line 0
994353.072	932022.334	0.0	 Line 0
994412.492	931982.724	0.0	 Line 0
994552.213	931919.319	0.0	 Line 0
994910.012	931929.952	0.0	 Line 0
995212.862	932118.966	0.0	 Line 0
995282.342	932023.482	0.0	 Line 0
996252.978	932066.203	0.0	 Line 0
997697.536	932786.161	0.0	 Line 0
997971.735	932776.984	0.0	 Line 0
998271.638	932396.891	0.0	 Line 0
999054.708	932633.570	0.0	 Line 0
999185.861	932529.295	0.0	 Line 0
999143.492	932422.579	0.0	 Line 0
999185.433	932421.362	0.0	 Line 0
999189.443	932425.389	0.0	 Line 0
999203.075	932423.530	0.0	 Line 0
998886.404	932198.247	0.0	 Line. 1
998668.499	932700.787	0.0	 Line. 1
998103.907	932214.990	0.0	 Line. 1
998675.730	932738.376	0.0	 Line. 1
998526.061	932591.860	0.0	 Line. 1
998145.926	932501.303	0.0	 Line. 1
997475.227	932077.496	0.0	 Line. 1
997299.434	932291.409	0.0	 Line. 1
997009.513	932623.194	0.0	 Line. 1
997051.642	932636.475	0.0	 Line. 1
997171.383	932658.221	0.0	 Line. 1
997118.243	932709.544	0.0	 Line. 1
996193.437	932305.641	0.0	 Line. 1
996336.877	932507.961	0.0	 Line. 1
996004.826	932216.232	0.0	 Line. 1
995908.914	932439.929	0.0	 Line. 1
995372.795	932466.165	0.0	 Line. 1
994836.145	932546.174	0.0	 Line. 1
994586.255	932443.399	0.0	 Line. 1
993621.154	932478.709	0.0	 Line. 1
991982.294	932379.790	0.0	 Line. 1
991241.165	932390.054	0.0	 Line. 1
990681.767	932206.601	0.0	 Line. 1
990520.805	932220.001	0.0	 Line 1
990858.125	932395.332	0.0	 Line 1
991052.905	932250.796	0.0	 Line 1
991182.456	932184.907	0.0	 Line 1
991145.244	932293.919	0.0	 Line 1
991507.866	932467.099	0.0	 Line 1
991881.301	932005.866	0.0	 Line 1
991878.226	931980.667	0.0	 Line 1
991733.260	931759.497	0.0	 Line 1
991955.990	931985.611	0.0	 Line 1
992380.269	932274.701	0.0	 Line 1
992581.218	932078.044	0.0	 Line 1
992778.371	932093.330	0.0	 Line 1
993072.328	932208.092	0.0	 Line 1
993304.217	932383.645	0.0	 Line 1
993497.618	932325.827	0.0	 Line 1
993783.109	932352.080	0.0	 Line 1
994124.268	932364.512	0.0	 Line 1
994113.224	932420.737	0.0	 Line 1
994762.528	932349.681	0.0	 Line 1
994641.991	932125.143	0.0	 Line 1
995030.369	932204.193	0.0	 Line 1
995819.523	932084.325	0.0	 Line 1
996096.532	931869.872	0.0	 Line 1
996676.074	932057.472	0.0	 Line 1
997294.121	932211.639	0.0	 Line 1
998099.777	931913.133	0.0	 Line 1
998762.757	931993.185	0.0	 Line 1
999189.237	932265.893	0.0	 Line 1
999242.154	932475.384	0.0	 Line 1
999258.417	932439.226	0.0	 Line 1
1000388.052	932585.083	0.0	 Line. 2
1000118.258	932404.466	0.0	 Line. 2
999441.330	932681.295	0.0	 Line. 2
999305.413	932857.293	0.0	 Line. 2
999027.522	932971.576	0.0	 Line. 2
999668.900	933398.151	0.0	 Line. 2
999196.734	933126.017	0.0	 Line. 2
998892.110	933123.703	0.0	 Line. 2
999035.336	933422.638	0.0	 Line. 2
998061.512	932545.781	0.0	 Line. 2
997587.975	933005.806	0.0	 Line. 2
