# Scantype: Linescan
# Date: 2025-01-30 11:44:35
# Fast axis: X
# X range: -5000.0 - 5000.0 nm
# Y range: -5000.0 - 5000.0 nm
# Step size: (500, 500) nm
# Slow steps: 1
# Columns: X Position (nm), Y Position (nm), Z Position (nm), Movement Type, X Noise (nm), Y Noise (nm)
Initial noise (X): 10.977 nm, (Y): 10.158 nm
999265.511	933271.676	0.0	 Line. 0	10.977	10.158
999259.436	933260.871	0.0	 Line. 0	10.977	10.158
999259.453	933260.477	0.0	 Line. 0	10.977	10.158
999262.752	933269.191	0.0	 Line. 0	10.977	10.158
999260.490	933255.508	0.0	 Line. 0	10.977	10.158
999250.491	933257.675	0.0	 Line. 0	10.977	10.158
999261.467	933275.754	0.0	 Line. 0	10.977	10.158
999249.900	933272.635	0.0	 Line. 0	10.977	10.158
999249.283	933285.616	0.0	 Line. 0	10.977	10.158
999268.536	933275.951	0.0	 Line. 0	10.977	10.158
